system:index,gain_ha,gain_m2,.geo
00000000000000000073,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0765016524422,18.812002009553478],[73.0765016524422,18.812251721666247],[73.07625190887738,18.81225168180965],[73.07625190887738,18.812001969942564],[73.0765016524422,18.812002009553478]]]}"
00000000000000000074,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07549835354084,18.81200197337887],[73.07549835354084,18.812251684504698],[73.07524860889052,18.812251730707526],[73.07524860889052,18.81200201982734],[73.07549835354084,18.81200197337887]]]}"
00000000000000000075,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.05000121241594,18.812251725621376],[73.05000121241594,18.812501411826627],[73.04975153033195,18.812501424197443],[73.04975153033195,18.81225173823815],[73.05000121241594,18.812251725621376]]]}"
00000000000000000076,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0767513957368,18.812251761111956],[73.0767513957368,18.812501473649686],[73.0765016524422,18.812501433958296],[73.0765016524422,18.812251721666247],[73.0767513957368,18.812251761111956]]]}"
00000000000000000077,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0770010486988,18.812501416854808],[73.0770010486988,18.81300084295905],[73.0767513957368,18.813000899262878],[73.0767513957368,18.812501473649686],[73.0770010486988,18.812501416854808]]]}"
00000000000000000078,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.04774938016091,18.812501423369504],[73.04774938016091,18.813000879581708],[73.04724992080831,18.813000887136038],[73.04724992080831,18.812501431908213],[73.04774938016091,18.812501423369504]]]}"
00000000000000000079,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.05025089423141,18.813000860186975],[73.05025089423141,18.813250547176047],[73.04975153033195,18.81325057085259],[73.04975153033195,18.81300088435544],[73.05025089423141,18.813000860186975]]]}"
0000000000000000007a,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0507503471293,18.813000842754423],[73.0507503471293,18.81374999343747],[73.050500665851,18.81375000581108],[73.050500665851,18.813000855865972],[73.0507503471293,18.813000842754423]]]}"
0000000000000000007b,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.077250791453,18.813250595886696],[73.077250791453,18.813500309632555],[73.0770010486988,18.813500269780192],[73.0770010486988,18.81325055628001],[73.077250791453,18.813250595886696]]]}"
0000000000000000007c,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.05450048797812,18.81325057329709],[73.05450048797812,18.81350026465128],[73.054250720664,18.813500275064264],[73.054250720664,18.813250583956062],[73.05450048797812,18.81325057329709]]]}"
0000000000000000007d,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0770010486988,18.813500269780192],[73.0770010486988,18.813749983459562],[73.0767513957368,18.81374995131572],[73.0767513957368,18.813500237881932],[73.0770010486988,18.813500269780192]]]}"
0000000000000000007e,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.04724992080831,18.813500255380287],[73.04724992080831,18.8139997120424],[73.04700023576633,18.813999718409665],[73.04700023576633,18.81350026223965],[73.04724992080831,18.813500255380287]]]}"
0000000000000000007f,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.05300215027437,18.813500258394104],[73.05325191893284,18.813500250036363],[73.05325191893284,18.81399971852595],[73.05300215027435,18.81399972639159],[73.05300215027437,18.81374994845177],[73.05274805790121,18.813749992495413],[73.05249828870029,18.813749999777688],[73.05249828870029,18.813500310216284],[73.05300215027437,18.813500258394104]]]}"
00000000000000000080,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0512497989525,18.813500287505427],[73.05124979895251,18.813999664347815],[73.05100002813901,18.813999668917738],[73.05100002813901,18.81350029256743],[73.0512497989525,18.813500287505427]]]}"
00000000000000000081,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.05199892963603,18.81375002986673],[73.05199892963603,18.813999719115486],[73.05174915962876,18.813999724918553],[73.05174915962876,18.813749948213353],[73.05199892963603,18.81375002986673]]]}"
00000000000000000082,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07750053393688,18.81399968988319],[73.07750053393688,18.813749975533366],[73.07775018608845,18.81375000644495],[73.07775018608845,18.813999721040346],[73.07799992803183,18.81399967243977],[73.07799992803183,18.814499102659273],[73.07775018608845,18.814499150768647],[73.07775018608845,18.81424943581492],[73.07750053393688,18.814249404412195],[73.07750053393688,18.814499119120352],[73.077250791453,18.814499078696304],[73.077250791453,18.814249364233817],[73.0770010486988,18.81424941135584],[73.0770010486988,18.813999697318113],[73.07750053393688,18.81399968988319]]]}"
00000000000000000083,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.05249828870029,18.813999689518297],[73.05249828870029,18.814249379438092],[73.05199892963603,18.814249408543436],[73.05199892963603,18.813999719115486],[73.05249828870029,18.813999689518297]]]}"
00000000000000000084,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07775018608845,18.81474877818981],[73.07775018608845,18.81499849350173],[73.07750053393688,18.814998549074062],[73.07750053393688,18.814748834007645],[73.07775018608845,18.81474877818981]]]}"
00000000000000000085,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.02824976275846,18.81474883141682],[73.02824976275848,18.814998497972983],[73.0279999672558,18.814998551387006],[73.0279999672558,18.814748797382713],[73.02824976275846,18.81474883141682]]]}"
00000000000000000086,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07824957964306,18.81474884911009],[73.07824957964304,18.814998564913232],[73.07799992803183,18.81499853359532],[73.07799992803183,18.81474881803773],[73.07824957964306,18.81474884911009]]]}"
00000000000000000087,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07799992803183,18.81499853359532],[73.07799992803183,18.815248249332004],[73.07775018608845,18.815248208992763],[73.07775018608845,18.81499849350173],[73.07799992803183,18.81499853359532]]]}"
00000000000000000088,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.01525148408201,18.8152482704882],[73.01525148408201,18.81549792457692],[73.01500176476746,18.815497964491094],[73.01500176476746,18.815248222958733],[73.01525148408201,18.8152482704882]]]}"
00000000000000000089,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.01925128092344,18.815497983899505],[73.01925128092344,18.815752114392513],[73.01774857248019,18.815752149551084],[73.01774857248019,18.81549793287654],[73.01925128092344,18.815497983899505]]]}"
0000000000000000008a,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07824957964306,18.815497909344767],[73.07824957964306,18.81600181552636],[73.07799992803183,18.816001870933995],[73.07799992803183,18.815497965247797],[73.07824957964306,18.815497909344767]]]}"
0000000000000000008b,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.02499906731205,18.81575213777966],[73.02499906731205,18.816001801849033],[73.02474935841252,18.816001857314546],[73.02474935841252,18.815752105797856],[73.02499906731205,18.81575213777966]]]}"
0000000000000000008c,0.018830628204345702,188.30628204345703,"{""type"":""Polygon"",""coordinates"":[[[73.0784993210459,18.816001855785153],[73.0784993210459,18.81650128985887],[73.07824957964306,18.816501249108775],[73.07824957964306,18.81600181552636],[73.0784993210459,18.816001855785153]]]}"
0000000000000000008d,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07874906217837,18.816750960036508],[73.07874906217837,18.8170006777665],[73.0784993210459,18.817000636936147],[73.0784993210459,18.816750919451806],[73.07874906217837,18.816750960036508]]]}"
0000000000000000008e,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07899871297894,18.81725034026258],[73.07899871297893,18.817500058596025],[73.07874906217837,18.81750011376345],[73.07874906217837,18.817250395675487],[73.07899871297894,18.81725034026258]]]}"
0000000000000000008f,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07949819389223,18.8177497704752],[73.07949819389223,18.817999489657772],[73.07899871297894,18.817999495799793],[73.07899871297894,18.81774977710844],[73.07949819389223,18.8177497704752]]]}"
00000000000000000090,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.07974784388199,18.817999521461736],[73.07974784388199,18.818249241068777],[73.07949819389223,18.81824920901927],[73.07949819389223,18.817999489657772],[73.07974784388199,18.817999521461736]]]}"
00000000000000000091,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08000208672155,18.818249260755355],[73.08000208672155,18.818498893077916],[73.07974784388199,18.818498960854733],[73.07974784388199,18.818249241068777],[73.08000208672155,18.818249260755355]]]}"
00000000000000000092,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08025173616588,18.818498924543903],[73.08025173616588,18.818748645004263],[73.08000208672155,18.818748613292758],[73.08000208672155,18.818498893077916],[73.08025173616588,18.818498924543903]]]}"
00000000000000000093,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08050147540094,18.818748596956304],[73.08050147540095,18.818998317841118],[73.08025173616588,18.818998365643516],[73.08025173616588,18.818748645004263],[73.08050147540094,18.818748596956304]]]}"
00000000000000000094,0.03297459455901501,329.7459455901501,"{""type"":""Polygon"",""coordinates"":[[[72.92874934084179,18.802999056528733],[72.92874934084179,18.803498526687754],[72.92849962019297,18.803498532157732],[72.92849962019297,18.80299906249456],[72.92874934084179,18.802999056528733]]]}"
00000000000000000095,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.87074984565129,18.804501816158048],[72.87074984565129,18.80475149455449],[72.87050006468255,18.804751490903847],[72.87050006468255,18.80450181275622],[72.87074984565129,18.804501816158048]]]}"
00000000000000000096,0.11781325099571079,1178.132509957108,"{""type"":""Polygon"",""coordinates"":[[[72.97924862054072,18.826997934492375],[72.97949837786665,18.82699796483316],[72.97949837786665,18.82750186645509],[72.97924862054072,18.827501835615596],[72.97924862054072,18.827252120821544],[72.97899895305048,18.827252098242756],[72.97849952717682,18.827252131106672],[72.97849952717682,18.82699794553194],[72.97924862054072,18.826997934492375]]]}"
00000000000000000097,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.97849952717682,18.82775155939104],[72.97849952717682,18.82800127380113],[72.97824985889369,18.828001249247304],[72.97824985889369,18.827751535084275],[72.97849952717682,18.82775155939104]]]}"
00000000000000000098,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.97849952717682,18.843251376124904],[72.97849952717682,18.84350110159203],[72.97824985889369,18.843501149388732],[72.97824985889369,18.843251424168592],[72.97849952717682,18.843251376124904]]]}"
00000000000000000099,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08249910936286,18.821250145824354],[73.08249910936286,18.821499870464635],[73.08224946235192,18.82149992746099],[73.08224946235192,18.821250203066125],[73.08249910936286,18.821250145824354]]]}"
0000000000000000009a,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08299858269358,18.821499859683502],[73.08299858269358,18.821999310482415],[73.08249910936286,18.82199932028138],[73.08249910936286,18.821499870464635],[73.08299858269358,18.821499859683502]]]}"
0000000000000000009b,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08349796488204,18.82224901683303],[73.08349796488206,18.822748469686054],[73.08324822889313,18.822748431018773],[73.08324822889313,18.822249066372375],[73.08349796488204,18.82224901683303]]]}"
0000000000000000009c,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08375211352622,18.82274847922838],[73.08375211352622,18.822998118456912],[73.08400184896908,18.82299815654029],[73.08400184896908,18.8237517249881],[73.08375211352622,18.82375177387979],[73.08375211352622,18.823502046396385],[73.08349796488206,18.823502036100038],[73.08349796488206,18.822748469686054],[73.08375211352622,18.82274847922838]]]}"
0000000000000000009d,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08425158414128,18.823751763401393],[73.08425158414128,18.824251132169714],[73.08400184896908,18.824251180981662],[73.08400184896908,18.8237517249881],[73.08425158414128,18.823751763401393]]]}"
0000000000000000009e,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0845013190428,18.82425117066296],[73.0845013190428,18.82450089941864],[73.08475096361431,18.824500841665092],[73.08475096361431,18.825000300202866],[73.0845013190428,18.825000269749026],[73.0845013190428,18.824750628352866],[73.08425158414128,18.824750589368527],[73.08425158414128,18.824251132169714],[73.0845013190428,18.82425117066296]]]}"
0000000000000000009f,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08500069797451,18.82500025089387],[73.08500069797451,18.825249980676016],[73.08475096361431,18.825250029739543],[73.08475096361431,18.825000300202866],[73.08500069797451,18.82500025089387]]]}"
000000000000000000a0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.085250432064,18.825499749124383],[73.085250432064,18.825749391792016],[73.08500069797451,18.82574944077585],[73.08500069797451,18.825499710636684],[73.085250432064,18.825499749124383]]]}"
000000000000000000a1,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08550007582373,18.825749421749325],[73.08550007582373,18.826498526993014],[73.085250432064,18.82649858401674],[73.085250432064,18.825749391792016],[73.08550007582373,18.825749421749325]]]}"
000000000000000000a2,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.08574980937185,18.82649856564061],[73.08574980937186,18.827252146824495],[73.08550007582375,18.827252107436017],[73.08550007582373,18.826498526993014],[73.08574980937185,18.82649856564061]]]}"
000000000000000000a3,0.1362741730633904,1362.741730633904,"{""type"":""Polygon"",""coordinates"":[[[72.95549947514316,18.919247887357184],[72.95549947514316,18.919502028234813],[72.95500008975202,18.91950198473405],[72.95500008975202,18.9192478443596],[72.95549947514316,18.919247887357184]]]}"
000000000000000000a4,0.2876396603513231,2876.396603513231,"{""type"":""Polygon"",""coordinates"":[[[72.95549947514317,18.9197516968287],[72.95549947514316,18.92025112223151],[72.95500008975202,18.92025116494289],[72.95500008975202,18.919751740528778],[72.95549947514317,18.9197516968287]]]}"
000000000000000000a5,0.14062742039998372,1406.2742039998373,"{""type"":""Polygon"",""coordinates"":[[[72.9542509195839,18.92050088531458],[72.9542509195839,18.92075055336542],[72.95375153156371,18.920750590956338],[72.95375153156371,18.920500835704868],[72.9542509195839,18.92050088531458]]]}"
000000000000000000a6,0.005682656692804075,56.82656692804075,"{""type"":""Polygon"",""coordinates"":[[[72.95624864136668,18.92075057881383],[72.95624864136668,18.92100024901519],[72.95574916744435,18.92100028424886],[72.95574916744435,18.920750526846156],[72.95624864136668,18.92075057881383]]]}"
000000000000000000a7,0.1772321072268019,1772.3210722680192,"{""type"":""Polygon"",""coordinates"":[[[72.95450061319973,18.921000290116663],[72.95450061319973,18.921249958760985],[72.95375153156371,18.921250014283935],[72.95375153156371,18.92100025868602],[72.95450061319973,18.921000290116663]]]}"
000000000000000000a8,0.05236135913325292,523.6135913325292,"{""type"":""Polygon"",""coordinates"":[[[72.95400122570524,18.92149966451259],[72.95400122570524,18.92174942070414],[72.95375153156371,18.921749438304225],[72.95375153156371,18.92149968235991],[72.95400122570524,18.92149966451259]]]}"
000000000000000000a9,0.05881872016757143,588.1872016757143,"{""type"":""Polygon"",""coordinates"":[[[72.95400122570524,18.921999089373514],[72.95400122570524,18.92224884591139],[72.95375153156371,18.922248863017074],[72.95375153156371,18.92199910672644],[72.95400122570524,18.921999089373514]]]}"
000000000000000000aa,0.9215436950055294,9215.436950055293,"{""type"":""Polygon"",""coordinates"":[[[72.95599894959152,18.92174945736897],[72.95624864136668,18.92174943605016],[72.95624864136668,18.92199910694404],[72.95599894959152,18.921999128015734],[72.95599894959152,18.92224879883557],[72.95624864136668,18.92224886570721],[72.95624864136668,18.922498536947277],[72.95574916744435,18.92249856921442],[72.95574916744435,18.922748240133192],[72.95549947514317,18.92274825963692],[72.95549947514317,18.922248830770712],[72.95524978257905,18.922248850355587],[72.9542509195839,18.92224882839252],[72.95425091958391,18.921999159302864],[72.95450061319973,18.921999141123656],[72.95450061319973,18.92174938426443],[72.9542509195839,18.921749402690875],[72.9542509195839,18.921499733947435],[72.95500008975202,18.921499685161592],[72.95524978257905,18.921499665248316],[72.95524978257905,18.921749422676168],[72.95599894959152,18.92174945736897]],[[72.95524978257905,18.921749422676168],[72.95524978257905,18.92199909258141],[72.95500008975202,18.921999112000318],[72.95500008975202,18.921749442342215],[72.95524978257905,18.921749422676168]]]}"
000000000000000000ab,0.366047375940061,3660.4737594006097,"{""type"":""Polygon"",""coordinates"":[[[72.95450061319973,18.922748237348923],[72.95450061319973,18.922498567665972],[72.95500008975202,18.922498539531563],[72.95500008975202,18.92299796775519],[72.9542509195839,18.922997924395435],[72.9542509195839,18.922748254786605],[72.95450061319973,18.922748237348923]]]}"
000000000000000000ac,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.95624864136668,18.922748208360375],[72.95624864136668,18.92299796764291],[72.95574916744435,18.92299799892121],[72.95574916744435,18.922748240133192],[72.95624864136668,18.922748208360375]]]}"
000000000000000000ad,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.1465006490097,18.908251743092638],[73.14675031598732,18.908251673584726],[73.14675031598732,18.908002000226286],[73.14700007272552,18.908002026181688],[73.1470000727255,18.907498116050114],[73.14724973915453,18.907498132738922],[73.14724973915453,18.908251717210536],[73.14700007272552,18.90825169978449],[73.14700007272552,18.909250571447807],[73.1465006490097,18.909250525042523],[73.1465006490097,18.909749960937397],[73.14600122419655,18.909749999663838],[73.14600122419655,18.909000803668363],[73.14625089172273,18.909000823476674],[73.14625089172273,18.908501389111173],[73.1465006490097,18.9085014163803],[73.1465006490097,18.908251743092638]],[[73.1465006490097,18.9085014163803],[73.14675031598732,18.908501434875337],[73.14675031598732,18.908751108580674],[73.1465006490097,18.908751089841374],[73.1465006490097,18.9085014163803]]]}"
000000000000000000ae,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.01575083182541,18.919247844071652],[73.01600055034041,18.919247817593757],[73.01600055034041,18.919751747696047],[73.01575083182541,18.919751773676943],[73.01575083182541,18.919502045549432],[73.01550111304384,18.919501983647436],[73.01525148408201,18.919502017488316],[73.01525148408201,18.91924781651193],[73.01575083182541,18.919247844071652]]]}"
000000000000000000af,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.01674970428581,18.919502025878813],[73.01674970428581,18.919751754991545],[73.01649998657062,18.919751694495037],[73.01649998657062,18.91950205334512],[73.01674970428581,18.919502025878813]]]}"
000000000000000000b0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.0162502685888,18.919751721302084],[73.0162502685888,18.920251179061665],[73.01600055034041,18.920251117246575],[73.01600055034041,18.919751747696047],[73.0162502685888,18.919751721302084]]]}"
000000000000000000b1,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.01724913891631,18.921249992862148],[73.01724913891631,18.921749454668895],[73.01674970428581,18.921749418690812],[73.01674970428581,18.921249957869282],[73.01724913891631,18.921249992862148]]]}"
000000000000000000b2,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00475025072895,18.938497797498012],[73.00475025072895,18.939251375082655],[73.00425087953347,18.939251359374534],[73.00425087953347,18.93849778327705],[73.00475025072895,18.938497797498012]]]}"
000000000000000000b3,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00425087953347,18.939251359374534],[73.00425087953347,18.93950108980387],[73.0040011484917,18.939501076856615],[73.0040011484917,18.93925134667375],[73.00425087953347,18.939251359374534]]]}"
000000000000000000b4,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00274816492224,18.940499956196117],[73.00274816492224,18.94099932826338],[73.00249843228067,18.94099931134945],[73.00249843228067,18.940499939775094],[73.00274816492224,18.940499956196117]]]}"
000000000000000000b5,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00249843228067,18.94124904125288],[73.00249843228067,18.941498771328227],[73.00224869937333,18.941498753507847],[73.00224869937333,18.941249023679],[73.00249843228067,18.94124904125288]]]}"
000000000000000000b6,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[73.00224869937333,18.941498753507847],[73.00224869937333,18.94199821368121],[73.00199896620016,18.941998194954355],[73.00199896620016,18.941498735273985],[73.00224869937333,18.941498753507847]]]}"
000000000000000000b7,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.95750160171666,18.922997933923195],[72.95750160171666,18.923252167161447],[72.95725191126127,18.92325210136944],[72.95725191126127,18.922997956079612],[72.95750160171666,18.922997933923195]]]}"
000000000000000000b8,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.95700222054285,18.92299797782284],[72.95700222054285,18.923252122861136],[72.95674802412807,18.92325215871603],[72.95674802412807,18.922997926237205],[72.95700222054285,18.92299797782284]]]}"
000000000000000000b9,0.06837528156355316,683.7528156355316,"{""type"":""Polygon"",""coordinates"":[[[72.95325214249219,18.923252130285572],[72.95325214249219,18.92375155609272],[72.9529979420576,18.923751585126535],[72.9529979420576,18.92325215982271],[72.95325214249219,18.923252130285572]]]}"
000000000000000000ba,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93599986719173,18.9317512002394],[72.93599986719174,18.93200085800356],[72.93575015413867,18.932000923345907],[72.93575015413867,18.93175117813772],[72.93599986719173,18.9317512002394]]]}"
000000000000000000bb,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93550044082382,18.93349911089672],[72.93550044082382,18.933249452592364],[72.93575015413867,18.933249476592444],[72.93575015413867,18.932749984622873],[72.93624957998297,18.932750030392672],[72.93624957998297,18.932999689094334],[72.93649929251237,18.93299971160654],[72.93649929251237,18.933249458420107],[72.9367490047799,18.93324939307429],[72.9367490047799,18.934248295351452],[72.93649929251237,18.93424827201529],[72.93649929251237,18.933998524511694],[72.93624957998297,18.933998588701723],[72.93525072724717,18.933998578250403],[72.93525072724717,18.933499173927423],[72.93550044082382,18.93349911089672]]]}"
000000000000000000bc,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93500101340874,18.933998552680944],[72.93500101340874,18.934248298699508],[72.93475129930854,18.934248272469077],[72.93475129930854,18.933998526698048],[72.93500101340874,18.933998552680944]]]}"
000000000000000000bd,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9392505287005,18.934248308042882],[72.9392505287005,18.93449797075233],[72.93900081905687,18.93449795131063],[72.93900081905687,18.934248288848575],[72.9392505287005,18.934248308042882]]]}"
000000000000000000be,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93875110915126,18.934248269240843],[72.93875110915126,18.93449801914863],[72.93800197786258,18.93449795710236],[72.93800197786258,18.93424829562981],[72.93875110915126,18.934248269240843]]]}"
000000000000000000bf,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93699871678558,18.934248230581737],[72.93699871678558,18.9344979787528],[72.93674900477991,18.93449795558265],[72.9367490047799,18.934248295351452],[72.93699871678558,18.934248230581737]]]}"
000000000000000000c0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93624957998297,18.934497995694255],[72.93624957998297,18.934752127910652],[72.93599986719173,18.93475219094044],[72.93599986719174,18.934497971283687],[72.93624957998297,18.934497995694255]]]}"
000000000000000000c1,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93674900477991,18.93449795558265],[72.9367490047799,18.934752175995175],[72.93649929251237,18.934752152159636],[72.93649929251237,18.934498019691382],[72.93674900477991,18.93449795558265]]]}"
000000000000000000c2,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9392505287005,18.934752105995017],[72.9392505287005,18.935001856745675],[72.93900081905687,18.935001836804698],[72.93900081905687,18.934752173994784],[72.9392505287005,18.934752105995017]]]}"
000000000000000000c3,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93599986719173,18.93475219094044],[72.93599986719174,18.935001850777265],[72.93575015413867,18.935001825453863],[72.93575015413867,18.934752165864463],[72.93599986719173,18.93475219094044]]]}"
000000000000000000c4,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93900081905687,18.935001836804698],[72.93900081905687,18.935251587480334],[72.93800197786258,18.935251590285105],[72.93800197786258,18.93500184059933],[72.93900081905687,18.935001836804698]]]}"
000000000000000000c5,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9397499472017,18.935001895387284],[72.9397499472017,18.93525155911168],[72.9392505287005,18.935251607668786],[72.9392505287005,18.935001856745675],[72.9397499472017,18.935001895387284]]]}"
000000000000000000c6,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.98324849014776,18.93500190349528],[72.98324849014776,18.93525161025513],[72.9829987367948,18.935251566734763],[72.9829987367948,18.93500186022172],[72.98324849014776,18.93500190349528]]]}"
000000000000000000c7,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9829987367948,18.93550127342008],[72.9829987367948,18.935750980277653],[72.9827490732759,18.935751032023163],[72.9827490732759,18.935501237703594],[72.9829987367948,18.93550127342008]]]}"
000000000000000000c8,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.94024936465478,18.935501260985703],[72.94024936465478,18.935751013243394],[72.9397499472017,18.93575097477116],[72.9397499472017,18.93550131070209],[72.94024936465478,18.935501260985703]]]}"
000000000000000000c9,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9392505287005,18.935251607668786],[72.9392505287005,18.93550127107079],[72.93950023808212,18.93550129109317],[72.93950023808212,18.93575095491487],[72.9392505287005,18.935751022338714],[72.9392505287005,18.93600068608538],[72.93900081905687,18.936000665154708],[72.93900081905687,18.935251587480334],[72.9392505287005,18.935251607668786]]]}"
000000000000000000ca,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9397499472017,18.93575097477116],[72.9397499472017,18.93600072670635],[72.93950023808212,18.9360007066026],[72.93950023808212,18.93575095491487],[72.9397499472017,18.93575097477116]]]}"
000000000000000000cb,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93950023808212,18.9360007066026],[72.93950023808212,18.936250370768917],[72.9392505287005,18.936250437698046],[72.9392505287005,18.93600068608538],[72.93950023808212,18.9360007066026]]]}"
000000000000000000cc,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.98175023635721,18.936250366581618],[72.98175023635721,18.936000660613296],[72.98199990093418,18.936000698476317],[72.98199990093418,18.93575099243349],[72.9827490732759,18.935751032023163],[72.9827490732759,18.936000738806325],[72.98224965534565,18.936000656682197],[72.98224965534565,18.936250450852693],[72.98199990093418,18.93625040469138],[72.98199990093418,18.93650011107866],[72.98150048141656,18.936500113195706],[72.98150048141656,18.93625040730195],[72.98175023635721,18.936250366581618]]]}"
000000000000000000cd,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.93800197786258,18.9360006649906],[72.93800197786258,18.93625041536594],[72.93774776111543,18.936250406096413],[72.93774776111543,18.936000655973018],[72.93800197786258,18.9360006649906]]]}"
000000000000000000ce,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.94049907298823,18.936000696842783],[72.94049907298823,18.93625044969266],[72.94024936465478,18.93625043058192],[72.94024936465478,18.936000677979486],[72.94049907298823,18.936000696842783]]]}"
000000000000000000cf,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.9397499472017,18.93625039112005],[72.9397499472017,18.93650014339996],[72.93950023808212,18.93650012280137],[72.93950023808212,18.936250370768917],[72.9397499472017,18.93625039112005]]]}"
000000000000000000d0,0.0,0.0,"{""type"":""Polygon"",""coordinates"":[[[72.94024936465478,18.93625043058192],[72.94024936465478,18.936749848609725],[72.93999965605927,18.93674982859072],[72.93999965605927,18.936250411057713],[72.94024936465478,18.93625043058192]]]}"
